OrderID,ShipmentID,CustomerID,OrderDate,ExpectedDeliveryDate,ActualDeliveryDate,OriginRegion,DestinationRegion,Distance_km,ShippingMode,CarrierType,ProductCategory,Priority,Weight_kg,Volume_m3,ShipmentStatus,ShippingCost_USD,Revenue_USD,Profit_USD,CustomerRating,InsuranceRequired,CustomsCleared
  ORD-100013 ,  SHP-500013 ,  CUST-1458 ,  2022-08-22 ,  2022-08-27 ,  2022-08-25 ,  Asiaa ,  Asiaa ,1550.0,  Roaad ,  Internaal Fleet ,  Clothing ,  Low ,302.82,1.47,  Delivered ,189.33,221.96,32.63,5,  Yes ,  naan 
  ORD-100014 ,  SHP-500014 ,  CUST-1087 ,  2022-07-07 ,  2022-07-11 ,  2022-07-10 ,  Oceaaniaa ,  Oceaaniaa ,1049.0,  Roaad ,  Internaal Fleet ,  Electronics ,  Low ,26.4,0.21,  Delivered ,31.01,42.35,11.34,4,  Yes ,  naan 
  ORD-100015 ,  SHP-500015 ,  CUST-1372 ,  2022-10-04 ,  2022-10-08 ,  2022-10-06 ,  North Americaa ,  North Americaa ,684.0,  Roaad ,  3rd Paarty Logistics ,  Maachinery ,  Medium ,2773.19,22.03,  Delivered ,1617.14,1946.13,328.99,4,  No ,  naan 
  ORD-100016 ,  SHP-500016 ,  CUST-1099 ,  2023-02-23 ,  2023-02-26 ,  2023-02-25 ,  Asiaa ,  Asiaa ,1446.0,  Roaad ,  Internaal Fleet ,  Perishaables ,  High ,630.73,3.28,  Delivered ,480.81,662.25,181.44,5,  Yes ,  naan 
  ORD-100017 ,  SHP-500017 ,  CUST-1871 ,  2023-06-26 ,  2023-06-29 ,  2023-06-29 ,  North Americaa ,  North Americaa ,1372.0,  Roaad ,  Internaal Fleet ,  Perishaables ,  High ,345.21,6.54,  Delivered ,336.15,430.13,93.98,5,  No ,  naan 
  ORD-100018 ,  SHP-500018 ,  CUST-1663 ,  2023-02-27 ,  2023-04-06 ,  2023-04-05 ,  South Americaa ,  Asiaa ,7171.0,  Seaa ,  Internaal Fleet ,  Maachinery ,  Low ,1403.16,6.33,  Delivered ,786.38,1104.86,318.48,4,  No ,  Yes 
  ORD-100019 ,  SHP-500019 ,  CUST-1130 ,  2022-01-25 ,  2022-04-02 ,  2022-04-02 ,  South Americaa ,  Europe ,12818.0,  Seaa ,  Internaal Fleet ,  Maachinery ,  Medium ,1399.61,5.12,  Delivered ,789.48,1114.03,324.55,4,  Yes ,  Yes 
  ORD-100020 ,  SHP-500020 ,  CUST-1661 ,  2023-03-04 ,  2023-03-14 ,  2023-03-14 ,  Europe ,  North Americaa ,7202.0,  Air ,  3rd Paarty Logistics ,  Perishaables ,  High ,715.2,2.71,  Delivered ,968.23,1369.03,400.8,4,  Yes ,  Yes 
  ORD-100021 ,  SHP-500021 ,  CUST-1308 ,  2022-07-06 ,  2022-09-28 ,  2022-09-27 ,  Africaa ,  Europe ,16639.0,  Seaa ,  3rd Paarty Logistics ,  Phaarmaaceuticaals ,  High ,650.51,2.93,  Delivered ,525.78,690.38,164.6,5,  Yes ,  Yes 
  ORD-100022 ,  SHP-500022 ,  CUST-1769 ,  2022-12-21 ,  2022-12-27 ,  2022-12-27 ,  Oceaaniaa ,  Oceaaniaa ,2132.0,  Roaad ,  Internaal Fleet ,  Clothing ,  Low ,612.36,2.07,  Delivered ,358.82,497.52,138.7,5,  Yes ,  naan 
  ORD-100023 ,  SHP-500023 ,  CUST-1343 ,  2022-05-14 ,  2022-05-18 ,  2022-05-16 ,  Africaa ,  Africaa ,697.0,  Roaad ,  3rd Paarty Logistics ,  Clothing ,  Medium ,268.39,2.3,  Delivered ,167.68,226.13,58.45,4,  No ,  naan 
  ORD-100024 ,  SHP-500024 ,  CUST-1491 ,  2022-05-11 ,  2022-05-15 ,  2022-05-13 ,  Asiaa ,  Asiaa ,1060.0,  Roaad ,  3rd Paarty Logistics ,  Clothing ,  Low ,135.07,0.79,  Delivered ,91.31,110.12,18.81,4,  No ,  naan 
  ORD-100025 ,  SHP-500025 ,  CUST-1413 ,  2022-04-22 ,  2022-04-28 ,  2022-04-26 ,  North Americaa ,  Oceaaniaa ,2611.0,  Air ,  Internaal Fleet ,  Maachinery ,  Low ,932.73,5.15,  Delivered ,648.43,819.91,171.48,5,  No ,  Yes 
  ORD-100026 ,  SHP-500026 ,  CUST-1805 ,  2023-10-03 ,  2023-12-22 ,  2023-12-21 ,  South Americaa ,  South Americaa ,15908.0,  Seaa ,  Internaal Fleet ,  Perishaables ,  High ,487.85,1.69,  Delivered ,401.06,577.01,175.95,5,  Yes ,  naan 
  ORD-100027 ,  SHP-500027 ,  CUST-1385 ,  2023-02-22 ,  2023-03-22 ,  2023-03-21 ,  Africaa ,  North Americaa ,5586.0,  Seaa ,  3rd Paarty Logistics ,  Phaarmaaceuticaals ,  High ,964.17,4.09,  Delivered ,701.63,969.49,267.86,4,  Yes ,  Yes 
  ORD-100028 ,  SHP-500028 ,  CUST-1191 ,  2023-07-31 ,  2023-09-10 ,  2023-09-15 ,  South Americaa ,  Oceaaniaa ,8080.0,  Seaa ,  3rd Paarty Logistics ,  Perishaables ,  High ,395.36,1.48,  Delaayed ,307.8,378.25,70.45,3,  Yes ,  Yes 
  ORD-100029 ,  SHP-500029 ,  CUST-1955 ,  2022-01-26 ,  2022-01-28 ,  2022-01-31 ,  Oceaaniaa ,  Oceaaniaa ,543.0,  Roaad ,  Internaal Fleet ,  Perishaables ,  High ,876.7,3.16,  Delaayed ,621.51,767.13,145.62,2,  No ,  naan 
  ORD-100030 ,  SHP-500030 ,  CUST-1276 ,  2023-06-14 ,  2023-06-17 ,  2023-06-16 ,  Asiaa ,  North Americaa ,1758.0,  Air ,  3rd Paarty Logistics ,  Phaarmaaceuticaals ,  High ,643.62,6.41,  Delivered ,615.92,755.27,139.35,5,  No ,  Yes 
  ORD-100031 ,  SHP-500031 ,  CUST-1160 ,  2023-10-08 ,  2023-10-11 ,  2023-10-09 ,  Oceaaniaa ,  Oceaaniaa ,1733.0,  Roaad ,  3rd Paarty Logistics ,  Electronics ,  High ,10.02,0.07,  Delivered ,41.22,51.47,10.25,4,  No ,  naan 
  ORD-100032 ,  SHP-500032 ,  CUST-1459 ,  2023-12-16 ,  2024-03-21 ,  2024-03-21 ,  Oceaaniaa ,  South Americaa ,19016.0,  Seaa ,  3rd Paarty Logistics ,  Phaarmaaceuticaals ,  Criticaal ,64.99,0.52,  Delivered ,123.22,176.02,52.8,5,  No ,  Yes 
  ORD-100033 ,  SHP-500033 ,  CUST-1313 ,  2023-07-06 ,  2023-07-18 ,  2023-07-16 ,  Asiaa ,  Asiaa ,3884.0,  Raail ,  Internaal Fleet ,  Electronics ,  Low ,49.21,0.94,  Delivered ,65.1,83.33,18.23,5,  Yes ,  naan 
  ORD-100034 ,  SHP-500034 ,  CUST-1021 ,  2022-01-30 ,  2022-02-03 ,  2022-02-03 ,  North Americaa ,  North Americaa ,379.0,  Roaad ,  3rd Paarty Logistics ,  Furniture ,  Medium ,455.32,12.23,  Delivered ,355.65,447.86,92.21,4,  No ,  naan 
  ORD-100035 ,  SHP-500035 ,  CUST-1252 ,  2023-08-13 ,  2023-09-20 ,  2023-09-22 ,  Oceaaniaa ,  Asiaa ,7446.0,  Seaa ,  3rd Paarty Logistics ,  Electronics ,  High ,3.82,0.03,  Delaayed ,31.86,38.93,7.07,2,  Yes ,  Yes 
  ORD-100036 ,  SHP-500036 ,  CUST-1747 ,  2022-10-14 ,  2022-10-18 ,  2022-10-18 ,  Africaa ,  Africaa ,59.0,  Roaad ,  Internaal Fleet ,  Clothing ,  Low ,318.28,1.18,  Delivered ,171.85,243.64,71.79,5,  No ,  naan 
  ORD-100037 ,  SHP-500037 ,  CUST-1856 ,  2023-03-18 ,  2023-03-24 ,  2023-03-24 ,  Asiaa ,  Asiaa ,2224.0,  Roaad ,  Internaal Fleet ,  Clothing ,  Low ,458.94,2.13,  Delivered ,284.1,408.31,124.21,4,  No ,  naan 
  ORD-100038 ,  SHP-500038 ,  CUST-1560 ,  2023-03-15 ,  2023-03-19 ,  2023-03-17 ,  Asiaa ,  Asiaa ,1284.0,  Raail ,  Internaal Fleet ,  Phaarmaaceuticaals ,  High ,248.68,1.42,  Delivered ,193.39,241.17,47.78,4,  No ,  naan 
  ORD-100039 ,  SHP-500039 ,  CUST-1474 ,  2022-06-13 ,  2022-06-29 ,  2022-07-04 ,  South Americaa ,  Asiaa ,2668.0,  Seaa ,  3rd Paarty Logistics ,  Clothing ,  Medium ,265.07,0.92,  Delaayed ,149.75,199.92,50.17,2,  Yes ,  Yes 
  ORD-100040 ,  SHP-500040 ,  CUST-1058 ,  2022-12-01 ,  2022-12-10 ,  2022-12-10 ,  Europe ,  Europe ,2578.0,  Raail ,  3rd Paarty Logistics ,  Clothing ,  Low ,70.34,0.59,  Delivered ,61.72,88.72,27.0,4,  No ,  naan 
  ORD-100041 ,  SHP-500041 ,  CUST-1510 ,  2023-02-18 ,  2023-02-24 ,  2023-02-24 ,  Oceaaniaa ,  Oceaaniaa ,1338.0,  Raail ,  3rd Paarty Logistics ,  Furniture ,  Low ,448.69,9.19,  Delivered ,326.99,425.04,98.05,4,  No ,  naan 
  ORD-100042 ,  SHP-500042 ,  CUST-1681 ,  2023-07-14 ,  2023-07-24 ,  2023-07-24 ,  Africaa ,  Africaa ,2834.0,  Raail ,  Internaal Fleet ,  Clothing ,  Medium ,604.08,2.84,  Delivered ,353.08,455.68,102.6,5,  No ,  naan 
  ORD-100043 ,  SHP-500043 ,  CUST-1475 ,  2023-08-13 ,  2023-08-17 ,  naan ,  North Americaa ,  North Americaa ,491.0,  Roaad ,  Internaal Fleet ,  Maachinery ,  Medium ,819.17,7.78,  Caancelled ,494.73,647.26,152.53,2,  No ,  naan 
  ORD-100044 ,  SHP-500044 ,  CUST-1699 ,  2023-09-15 ,  2023-09-20 ,  2023-09-19 ,  Oceaaniaa ,  Oceaaniaa ,1631.0,  Roaad ,  Internaal Fleet ,  Maachinery ,  Low ,4720.28,26.01,  Delivered ,2644.75,3067.78,423.03,4,  No ,  naan 
  ORD-100045 ,  SHP-500045 ,  CUST-1975 ,  2022-12-09 ,  2022-12-13 ,  2022-12-12 ,  North Americaa ,  North Americaa ,323.0,  Roaad ,  Internaal Fleet ,  Maachinery ,  Medium ,2211.41,7.26,  Delivered ,1183.14,1467.14,284.0,5,  Yes ,  naan 
  ORD-100046 ,  SHP-500046 ,  CUST-1782 ,  2022-10-10 ,  2022-10-14 ,  2022-10-14 ,  South Americaa ,  South Americaa ,667.0,  Roaad ,  3rd Paarty Logistics ,  Electronics ,  Medium ,24.39,0.2,  Delivered ,24.18,32.88,8.7,4,  Yes ,  naan 
  ORD-100047 ,  SHP-500047 ,  CUST-1189 ,  2022-12-30 ,  2023-01-01 ,  2022-12-31 ,  Oceaaniaa ,  Oceaaniaa ,1076.0,  Roaad ,  Internaal Fleet ,  Phaarmaaceuticaals ,  High ,463.66,1.76,  Delivered ,345.18,497.07,151.89,5,  Yes ,  naan 
  ORD-100048 ,  SHP-500048 ,  CUST-1957 ,  2022-09-11 ,  2022-09-16 ,  2022-09-16 ,  North Americaa ,  North Americaa ,2423.0,  Roaad ,  3rd Paarty Logistics ,  Phaarmaaceuticaals ,  High ,285.76,2.83,  Delivered ,269.79,356.29,86.5,5,  No ,  naan 
  ORD-100049 ,  SHP-500049 ,  CUST-1686 ,  2023-03-23 ,  2023-03-25 ,  2023-03-25 ,  Oceaaniaa ,  Oceaaniaa ,302.0,  Roaad ,  3rd Paarty Logistics ,  Perishaables ,  High ,833.37,6.33,  Delivered ,629.92,760.4,130.48,5,  Yes ,  naan 
  ORD-100050 ,  SHP-500050 ,  CUST-1957 ,  2023-09-30 ,  2023-10-03 ,  2023-10-03 ,  Asiaa ,  Asiaa ,1607.0,  Roaad ,  3rd Paarty Logistics ,  Furniture ,  High ,217.7,3.22,  Delivered ,214.69,274.38,59.69,4,  Yes ,  naan 
  ORD-100051 ,  SHP-500051 ,  CUST-1562 ,  2023-02-02 ,  2023-02-06 ,  2023-02-04 ,  Oceaaniaa ,  Oceaaniaa ,497.0,  Roaad ,  Internaal Fleet ,  Maachinery ,  Medium ,3360.09,14.45,  Delivered ,1832.01,2376.13,544.12,5,  No ,  naan 
  ORD-100052 ,  SHP-500052 ,  CUST-1875 ,  2022-06-20 ,  2022-06-26 ,  2022-06-25 ,  Africaa ,  North Americaa ,4368.0,  Air ,  Internaal Fleet ,  Maachinery ,  High ,1624.51,4.93,  Delivered ,1403.99,1678.71,274.72,4,  No ,  Yes 
  ORD-100053 ,  SHP-500053 ,  CUST-1566 ,  2022-07-22 ,  2022-07-29 ,  naan ,  Oceaaniaa ,  Oceaaniaa ,2470.0,  Roaad ,  3rd Paarty Logistics ,  Clothing ,  Low ,188.63,0.67,  Caancelled ,138.05,172.39,34.34,2,  No ,  naan 
  ORD-100054 ,  SHP-500054 ,  CUST-1243 ,  2023-05-01 ,  2023-05-05 ,  2023-05-03 ,  North Americaa ,  North Americaa ,518.0,  Roaad ,  3rd Paarty Logistics ,  Maachinery ,  Low ,1176.42,3.45,  Delivered ,630.43,809.17,178.74,4,  No ,  naan 
  ORD-100055 ,  SHP-500055 ,  CUST-1831 ,  2023-10-03 ,  2023-10-08 ,  2023-10-10 ,  Africaa ,  Africaa ,1209.0,  Roaad ,  Internaal Fleet ,  Clothing ,  Low ,430.01,4.46,  Delaayed ,277.7,341.17,63.47,2,  Yes ,  naan 
  ORD-100056 ,  SHP-500056 ,  CUST-1504 ,  2022-10-07 ,  2022-10-11 ,  2022-10-09 ,  North Americaa ,  North Americaa ,119.0,  Roaad ,  3rd Paarty Logistics ,  Clothing ,  Low ,408.36,3.87,  Delivered ,244.71,307.4,62.69,5,  No ,  naan 
  ORD-100057 ,  SHP-500057 ,  CUST-1130 ,  2023-02-08 ,  2023-04-23 ,  2023-04-25 ,  Europe ,  Asiaa ,14768.0,  Seaa ,  Internaal Fleet ,  Perishaables ,  Criticaal ,144.63,1.32,  Delaayed ,168.73,208.02,39.29,2,  No ,  Yes 
  ORD-100058 ,  SHP-500058 ,  CUST-1484 ,  2023-04-01 ,  2023-04-11 ,  2023-04-13 ,  Europe ,  Europe ,2877.0,  Raail ,  Internaal Fleet ,  Electronics ,  Low ,86.87,1.43,  Delaayed ,80.79,107.76,26.97,3,  No ,  naan 
  ORD-100059 ,  SHP-500059 ,  CUST-1818 ,  2022-01-08 ,  2022-02-12 ,  2022-02-10 ,  Africaa ,  Oceaaniaa ,6585.0,  Seaa ,  3rd Paarty Logistics ,  Clothing ,  Low ,972.81,18.98,  Delivered ,695.98,921.19,225.21,5,  Yes ,  Yes 
  ORD-100060 ,  SHP-500060 ,  CUST-1646 ,  2023-01-17 ,  2023-01-21 ,  2023-01-20 ,  Europe ,  Europe ,552.0,  Roaad ,  Internaal Fleet ,  Clothing ,  Low ,661.66,2.51,  Delivered ,364.16,479.06,114.9,5,  No ,  naan 
  ORD-100061 ,  SHP-500061 ,  CUST-1020 ,  2022-01-18 ,  2022-01-21 ,  naan ,  Europe ,  Europe ,1771.0,  Roaad ,  3rd Paarty Logistics ,  Phaarmaaceuticaals ,  High ,934.62,10.87,  Caancelled ,783.32,923.55,140.23,1,  No ,  naan 
  ORD-100062 ,  SHP-500062 ,  CUST-1840 ,  2023-05-17 ,  2023-05-19 ,  2023-05-19 ,  Asiaa ,  Asiaa ,166.0,  Roaad ,  Internaal Fleet ,  Perishaables ,  High ,701.23,9.13,  Delivered ,577.67,696.13,118.46,4,  Yes ,  naan 
  ORD-100063 ,  SHP-500063 ,  CUST-1166 ,  2022-05-02 ,  2022-08-01 ,  2022-08-01 ,  North Americaa ,  Asiaa ,17616.0,  Seaa ,  3rd Paarty Logistics ,  Clothing ,  Low ,359.09,1.54,  Delivered ,247.8,293.21,45.41,4,  No ,  Yes 
  ORD-100064 ,  SHP-500064 ,  CUST-1273 ,  2023-05-09 ,  2023-05-15 ,  2023-05-14 ,  Europe ,  Europe ,1863.0,  Roaad ,  Internaal Fleet ,  Furniture ,  Medium ,186.07,4.8,  Delivered ,168.93,197.48,28.55,4,  Yes ,  naan 
  ORD-100065 ,  SHP-500065 ,  CUST-1387 ,  2022-05-06 ,  2022-08-01 ,  2022-07-31 ,  Africaa ,  Asiaa ,16942.0,  Seaa ,  3rd Paarty Logistics ,  Electronics ,  Low ,12.49,0.22,  Delivered ,59.28,72.56,13.28,4,  Yes ,  Yes 
  ORD-100066 ,  SHP-500066 ,  CUST-1600 ,  2023-08-18 ,  2023-09-07 ,  2023-09-07 ,  Asiaa ,  Oceaaniaa ,14206.0,  Air ,  3rd Paarty Logistics ,  Furniture ,  Medium ,75.33,1.04,  Delivered ,758.35,916.36,158.01,5,  Yes ,  Yes 
  ORD-100067 ,  SHP-500067 ,  CUST-1315 ,  2023-02-01 ,  2023-05-11 ,  2023-05-10 ,  Europe ,  Europe ,19287.0,  Seaa ,  3rd Paarty Logistics ,  Maachinery ,  Medium ,550.39,1.79,  Delivered ,350.94,479.91,128.97,5,  No ,  naan 
  ORD-100068 ,  SHP-500068 ,  CUST-1013 ,  2023-05-04 ,  2023-05-24 ,  2023-05-22 ,  Oceaaniaa ,  Europe ,13715.0,  Air ,  3rd Paarty Logistics ,  Electronics ,  Medium ,77.09,0.72,  Delivered ,731.52,993.96,262.44,5,  No ,  Yes 
  ORD-100069 ,  SHP-500069 ,  CUST-1241 ,  2023-03-08 ,  2023-03-19 ,  2023-03-25 ,  Africaa ,  Africaa ,3486.0,  Raail ,  Internaal Fleet ,  Maachinery ,  Low ,3788.49,12.81,  Delaayed ,2050.26,2481.64,431.38,2,  Yes ,  naan 
  ORD-100070 ,  SHP-500070 ,  CUST-1776 ,  2022-07-07 ,  2022-07-09 ,  2022-07-07 ,  North Americaa ,  North Americaa ,793.0,  Raail ,  Internaal Fleet ,  Phaarmaaceuticaals ,  Criticaal ,461.0,3.16,  Delivered ,349.04,418.73,69.69,5,  Yes ,  naan 
  ORD-100071 ,  SHP-500071 ,  CUST-1345 ,  2022-06-03 ,  2022-07-05 ,  2022-07-03 ,  Oceaaniaa ,  Europe ,5858.0,  Seaa ,  3rd Paarty Logistics ,  Clothing ,  Medium ,941.92,3.21,  Delivered ,520.68,621.42,100.74,5,  Yes ,  Yes 
  ORD-100072 ,  SHP-500072 ,  CUST-1564 ,  2022-05-04 ,  2022-05-08 ,  2022-05-08 ,  Europe ,  Europe ,1900.0,  Roaad ,  Internaal Fleet ,  Perishaables ,  High ,654.76,6.59,  Delivered ,548.34,683.24,134.9,5,  No ,  naan 
  ORD-100073 ,  SHP-500073 ,  CUST-1897 ,  2022-11-05 ,  2022-12-06 ,  2022-12-05 ,  Africaa ,  North Americaa ,5730.0,  Seaa ,  3rd Paarty Logistics ,  Furniture ,  Low ,234.99,4.72,  Delivered ,181.88,225.21,43.33,4,  Yes ,  Yes 
  ORD-100074 ,  SHP-500074 ,  CUST-1339 ,  2023-08-30 ,  2023-09-03 ,  2023-09-02 ,  Oceaaniaa ,  Oceaaniaa ,1095.0,  Roaad ,  Internaal Fleet ,  Maachinery ,  Low ,3910.87,13.02,  Delivered ,2102.08,2435.39,333.31,4,  No ,  naan 
  ORD-100075 ,  SHP-500075 ,  CUST-1091 ,  2022-05-02 ,  2022-05-06 ,  2022-05-04 ,  Africaa ,  Africaa ,644.0,  Roaad ,  Internaal Fleet ,  Clothing ,  Medium ,519.67,2.36,  Delivered ,293.1,387.0,93.9,4,  No ,  naan 
  ORD-100076 ,  SHP-500076 ,  CUST-1366 ,  2022-03-12 ,  2022-03-19 ,  2022-03-17 ,  South Americaa ,  South Americaa ,1647.0,  Raail ,  Internaal Fleet ,  Furniture ,  Medium ,31.55,0.47,  Delivered ,33.69,47.82,14.13,4,  No ,  naan 
  ORD-100077 ,  SHP-500077 ,  CUST-1955 ,  2022-04-14 ,  2022-04-19 ,  2022-04-19 ,  Oceaaniaa ,  Oceaaniaa ,1590.0,  Roaad ,  3rd Paarty Logistics ,  Furniture ,  Low ,121.58,2.05,  Delivered ,105.12,137.88,32.76,4,  No ,  naan 
  ORD-100078 ,  SHP-500078 ,  CUST-1454 ,  2023-10-28 ,  2023-11-01 ,  2023-10-30 ,  Africaa ,  Africaa ,2358.0,  Roaad ,  3rd Paarty Logistics ,  Phaarmaaceuticaals ,  High ,122.83,1.56,  Delivered ,146.13,170.85,24.72,4,  Yes ,  naan 
  ORD-100079 ,  SHP-500079 ,  CUST-1427 ,  2023-01-06 ,  2023-02-26 ,  2023-02-25 ,  Oceaaniaa ,  South Americaa ,10088.0,  Seaa ,  3rd Paarty Logistics ,  Phaarmaaceuticaals ,  Criticaal ,45.3,0.16,  Delivered ,70.91,94.3,23.39,4,  No ,  Yes 
  ORD-100080 ,  SHP-500080 ,  CUST-1508 ,  2023-11-04 ,  2023-11-13 ,  2023-11-11 ,  South Americaa ,  South Americaa ,2476.0,  Raail ,  3rd Paarty Logistics ,  Maachinery ,  Medium ,3220.51,15.44,  Delivered ,1784.46,2311.74,527.28,4,  Yes ,  naan 
  ORD-100081 ,  SHP-500081 ,  CUST-1775 ,  2022-06-10 ,  2022-06-15 ,  2022-06-14 ,  North Americaa ,  North Americaa ,1625.0,  Air ,  Internaal Fleet ,  Clothing ,  Medium ,789.9,3.82,  Delivered ,514.45,731.59,217.14,5,  Yes ,  naan 
  ORD-100082 ,  SHP-500082 ,  CUST-1942 ,  2023-11-23 ,  2023-11-25 ,  2023-11-25 ,  North Americaa ,  North Americaa ,333.0,  Roaad ,  Internaal Fleet ,  Perishaables ,  High ,623.88,3.63,  Delivered ,459.23,578.15,118.92,5,  No ,  naan 
  ORD-100083 ,  SHP-500083 ,  CUST-1034 ,  2023-11-11 ,  2023-11-17 ,  2023-11-17 ,  Asiaa ,  Asiaa ,1926.0,  Roaad ,  Internaal Fleet ,  Maachinery ,  Medium ,535.67,3.02,  Delivered ,326.9,449.68,122.78,4,  No ,  naan 
  ORD-100084 ,  SHP-500084 ,  CUST-1205 ,  2023-01-23 ,  2023-01-28 ,  2023-01-27 ,  Oceaaniaa ,  Oceaaniaa ,1261.0,  Roaad ,  3rd Paarty Logistics ,  Furniture ,  Medium ,72.36,1.21,  Delivered ,67.2,78.05,10.85,5,  No ,  naan 
  ORD-100085 ,  SHP-500085 ,  CUST-1080 ,  2023-02-16 ,  2023-02-27 ,  2023-02-25 ,  South Americaa ,  Africaa ,7162.0,  Air ,  3rd Paarty Logistics ,  Furniture ,  Low ,139.34,2.96,  Delivered ,457.41,625.03,167.62,5,  Yes ,  Yes 
  ORD-100086 ,  SHP-500086 ,  CUST-1931 ,  2022-02-23 ,  2022-03-05 ,  2022-03-03 ,  Africaa ,  Africaa ,2946.0,  Raail ,  Internaal Fleet ,  Electronics ,  Low ,35.99,0.56,  Delivered ,47.16,54.82,7.66,5,  No ,  naan 
  ORD-100087 ,  SHP-500087 ,  CUST-1561 ,  2023-03-28 ,  2023-05-13 ,  2023-05-15 ,  Asiaa ,  South Americaa ,8797.0,  Seaa ,  3rd Paarty Logistics ,  Clothing ,  Medium ,958.79,3.38,  Delaayed ,539.62,676.37,136.75,3,  No ,  Yes 
  ORD-100088 ,  SHP-500088 ,  CUST-1871 ,  2023-07-15 ,  2023-07-19 ,  2023-07-17 ,  Oceaaniaa ,  Oceaaniaa ,812.0,  Roaad ,  3rd Paarty Logistics ,  Electronics ,  Low ,9.38,0.07,  Delivered ,17.57,25.2,7.63,5,  No ,  naan 
